date,open,high,low,close,volume,amount,outstanding_share,turnover,factor_momentum_5d,factor_momentum_20d,factor_momentum_60d,factor_reversal_1d,factor_reversal_5d,factor_volatility_20d,factor_volatility_60d,factor_rsi_14d,factor_rsi_30d,factor_ma_ratio_20d,factor_ma_ratio_60d,factor_volume_ratio_20d,factor_price_volume_corr_20d,factor_price_position_20d,factor_amplitude_1d,factor_amplitude_20d,factor_gap_up,factor_gap_down,factor_macd
2024-11-07,16.48,16.85,16.26,16.84,280875443.0,4722689573.0,20556293036.0,0.013663720521404616,0.01568154402895061,-0.01520467836257322,,0.01289566236811246,-0.01568154402895061,0.3095455944609703,,42.24137931034485,56.17860851505711,-0.018505026956141535,,0.5338900552954875,0.4045853626745889,0.28292682926829227,0.0350356294536817,0.029146041892983893,0.0,-0.03399765533411481,-0.01976385442102213
2024-11-08,17.1,17.34,16.78,16.84,225997770.0,3902730429.0,20556293036.0,0.010994091668386547,-0.009411764705882342,-0.008828722778104647,,-0.0,0.009411764705882342,0.30877529006940724,,30.689655172413794,56.17860851505711,-0.018075801749271037,,0.22700058065850848,0.3938804092574172,0.28292682926829227,0.03325415676959612,0.02874871441657258,0.015439429928741255,0.0,-0.03474307980463465
2024-11-11,16.56,16.57,15.85,16.27,342706502.0,5620690507.0,20556293036.0,0.016671610070931663,-0.04853801169590655,-0.06601607347876015,,0.03384798099762476,0.04853801169590655,0.31512928570807575,,26.969696969696983,53.353057199211044,-0.048120520696211644,,0.7958946406796232,0.2301087040636292,0.1707317073170732,0.04425322679778738,0.02900959619274207,0.0,-0.016627078384798155,-0.08800297524348011
2024-11-12,15.87,16.21,15.57,15.75,285631363.0,4602711828.0,20556293036.0,0.013895081301856179,-0.09742120343839533,-0.06694312796208524,,0.0319606637984019,0.09742120343839533,0.31627013666074344,,24.585635359116026,47.394789579158314,-0.07548720356891281,,0.45179946068054866,0.22343899142320395,0.06569343065693424,0.04063492063492067,0.02991574980742649,0.0,-0.024585125998770718,-0.16712171719477809
2024-11-13,15.7,15.94,15.67,15.77,143993851.0,2308724718.0,20556293036.0,0.0070048549486926084,-0.07561547479484165,-0.08313953488372094,,-0.0012698412698413097,0.07561547479484165,0.30584286224648505,,27.65957446808511,45.25547445255474,-0.07041174216746726,,-0.26902711484674235,0.23530916543478472,0.0729927007299268,0.017121116043119822,0.029289247470047602,0.0,-0.0031746031746032743,-0.22556300723568157
2024-11-14,15.67,15.71,15.36,15.39,194726921.0,3066365949.0,20556293036.0,0.009472861700257774,-0.08610451306413303,-0.08880994671403197,,0.02409638554216864,0.08610451306413303,0.31022377597769696,,26.686217008797655,40.92339979013641,-0.08878297166878835,,-0.02687529750395612,0.16617273958833412,0.010169491525424117,0.022742040285900027,0.02897578702134675,0.0,-0.006341154090044321,-0.29710806955655755
2024-11-15,15.38,15.87,15.3,15.4,186356748.0,2954520861.0,20556293036.0,0.00906567870353062,-0.08551068883610446,-0.11392405063291133,,-0.0006497725795970855,0.08551068883610446,0.28494549880216236,,27.138643067846616,40.1063829787234,-0.08281468687650761,,-0.06082859663059281,-0.016993696318967508,0.03322259136212615,0.037012987012986914,0.029215389191328656,0.0,-0.0006497725795970855,-0.3488991825033807
2024-11-18,15.53,15.76,15.37,15.48,176079371.0,2781021688.0,20556293036.0,0.008565716138198372,-0.04855562384757217,-0.13808463251670378,,-0.0051948051948051965,0.04855562384757217,0.2487216059542063,,28.405797101449295,36.455981941309275,-0.07119071190711901,,-0.09070394436110762,-0.12976370896665484,0.06569343065693424,0.025193798449612437,0.02860982298908768,0.008441558441558472,0.0,-0.3793628189721865
2024-11-19,15.77,16.19,15.77,15.98,260099889.0,4215053447.0,20556293036.0,0.012653054154486417,0.014603174603174729,-0.10174255199550297,,-0.03229974160206717,-0.014603174603174729,0.2853515821831045,,38.341968911917114,40.63180827886712,-0.03595559845559848,,0.31269182181113897,0.046091482704869506,0.2605363984674329,0.026282853566958805,0.028743527218869018,0.018733850129198926,0.0,-0.3609204141775244
2024-11-20,16.06,16.07,15.71,15.8,146052592.0,2347972312.0,20556293036.0,0.007105006323086549,0.0019023462270133518,-0.10176236498010227,,0.01126408010012514,-0.0019023462270133518,0.2853577207483569,,39.57219251336901,44.67065868263473,-0.04164012980317222,,-0.2604962894490206,0.06466352517533157,0.230414746543779,0.02278481012658224,0.028518356127699547,0.005006257822277815,0.0,-0.35604403234109583
2024-11-21,15.81,16.0,15.74,15.93,135377378.0,2177155617.0,20556293036.0,0.006585690219677018,0.0350877192982455,-0.07598607888631081,,-0.008227848101265867,-0.0350877192982455,0.28360053391108225,,34.49275362318838,42.75092936802973,-0.029900736861336097,,-0.3114513594607843,0.03939335934855449,0.2903225806451611,0.016321406151914613,0.02852236147009806,0.0006329113924050667,0.0,-0.3382094413465957
2024-11-22,15.95,15.97,15.53,15.53,125243144.0,1995032918.0,20556293036.0,0.006092691118027123,0.008441558441558472,-0.08539458186101301,,0.025109855618330235,-0.008441558441558472,0.29103222557589864,,29.066666666666606,41.26794258373207,-0.05006575526806756,,-0.3587538790787622,0.055380726446703686,0.10599078341013772,0.028332260141661385,0.02905558225103272,0.0012554927809165228,0.0,-0.35102372708962015
2024-11-25,15.65,15.81,15.25,15.33,119793219.0,1883870367.0,20556293036.0,0.005827569143434933,-0.009689922480620172,-0.09557522123893802,,0.012878300064391501,0.009689922480620172,0.29242226906076874,,20.55555555555553,37.14637146371463,-0.05763024435223618,,-0.3861822746980036,0.06849207473878241,0.036036036036036084,0.036529680365296836,0.030115104617380144,0.007726980038635034,0.0,-0.3724041838585386
