date,Open,High,Low,Close,Volume,overall_score_mean,overall_score_sum,overall_score_count,overall_score_std,overall_score_min,overall_score_max,dominant_sentiment,direct_impact_score_mean,direct_impact_score_std,indirect_impact_score_mean,indirect_impact_score_std,certainty_mean,certainty_std,dominant_action_suggestion,combined_impact,weighted_score,price_change,next_open,future_return_1d,future_return_2d,future_return_3d,future_return_5d,price_change_next,prev_volume_change,future_volume_change_1d,future_volume_change_3d,future_volume_change_5d,daily_amplitude,overnight_gap,intraday_volatility,close_deviation,true_range,atr_5,atr_10,turnover_ratio,price_volume_sync,relative_strength,open_strength,close_strength,intraday_vs_overnight,future_amplitude_1d,future_amplitude_3d,future_amplitude_5d,future_atr_1d,future_atr_3d,future_atr_5d,future_turnover_1d,future_turnover_3d,future_turnover_5d
2024-11-20,16.01,16.02,15.66,15.75,1460526,-0.5,-2.0,4.0,0.577,-1.0,0.0,中性偏负,-1.5,0.577,1.0,0.0,0.6,0.082,观望,-0.25,-0.3,-0.011299435028248594,15.76,0.0076142131979695105,-0.017766497461928932,-0.03109137055837563,-0.022842639593908642,0.761421319796951,-0.4384749859573187,-0.07309147526302173,-0.1797941289644963,-0.2455943954438332,0.022857142857142822,0.005021971123666091,0.02248594628357273,-0.005681818181818173,0.35999999999999943,0.4959999999999997,0.5850000000000002,0.7395037463767556,1.0,-20.06867758814521,0.0006246096189880081,0.0057471264367816004,4.551419508414421,0.016372795969773285,0.03732809430255405,0.022727272727272704,0.4639999999999997,0.4699999999999996,0.38599999999999995,0.688548743504106,0.6138176243294635,0.5815210581821364
2024-11-21,15.76,15.95,15.69,15.88,1353774,4.0,16.0,4.0,2.449,2.0,7.0,中性偏正,1.25,1.5,2.75,0.957,0.675,0.096,关注,2.0,2.7,0.008253968253968402,15.9,-0.026415094339622636,-0.039622641509434064,-0.040251572327044016,-0.04088050314465408,-2.6415094339622636,-0.07309147526302173,-0.07485961467719127,-0.32446479249860016,-0.3561798350389356,0.016372795969773285,0.0006349206349205438,0.016497461928933997,0.0037926675094817003,0.2599999999999998,0.4639999999999997,0.5299999999999999,0.688548743504106,-1.0,1.1502723912148551,0.012055837563451745,0.012109623964308558,25.78674751112332,0.028423772609819088,0.02031454783748365,0.017049180327868837,0.4359999999999996,0.3879999999999999,0.38599999999999995,0.6412458867762079,0.4766110512212962,0.4720384534021883
2024-11-22,15.9,15.92,15.48,15.48,1252431,3.0,3.0,1.0,0.0,3.0,3.0,中性偏正,1.0,0.0,2.0,0.0,0.8,0.0,关注,1.5,2.4000000000000004,-0.02518891687657432,15.6,-0.02115384615384619,-0.02179487179487183,-0.012820512820512775,-0.011538461538461497,-2.115384615384619,-0.07485961467719127,-0.043514572858704414,-0.120247742190987,0.1278896801500442,0.028423772609819088,0.0012594458438286438,0.027672955974842737,-0.014012738853503112,0.4399999999999995,0.4359999999999996,0.5169999999999998,0.6412458867762079,1.0,-12.547921097396252,0.001257861635220099,0.0,22.568296259925336,0.03732809430255405,0.022727272727272704,0.03307392996108948,0.4699999999999996,0.38599999999999995,0.4,0.6138176243294635,0.5815210581821364,0.788570395032121
2024-11-25,15.6,15.76,15.19,15.27,1197932,0.0,,,,,,,0.0,,0.0,,0.0,,,,0.0,-0.013565891472868241,15.12,0.0092592592592593,0.0185185185185186,0.008597883597883715,0.010582010582010692,0.92592592592593,-0.043514572858704414,-0.23658271087173566,-0.272423643412147,0.40541950628249346,0.03732809430255405,0.007751937984496138,0.036538461538461554,-0.013247172859450733,0.5700000000000003,0.4699999999999996,0.47300000000000003,0.6138176243294635,1.0,7.21911136066003,0.010256410256410265,0.00526662277814352,4.815317953269305,0.02031454783748365,0.017049180327868837,0.0176701570680628,0.3879999999999999,0.38599999999999995,0.33999999999999986,0.4766110512212962,0.4720384534021883,0.9352797846186143
2024-11-26,15.12,15.4,15.09,15.26,914522,0.0,,,,,,,0.0,,0.0,,0.0,,,,0.0,-0.0006548788474132206,15.27,0.00851342501637209,-0.0013097576948264411,0.00982318271119853,0.003929273084479323,0.8513425016372089,-0.23658271087173566,0.20481409960613295,0.544636433021841,0.6355221634908728,0.02031454783748365,-0.00982318271119842,0.020502645502645536,0.0009839291571006094,0.3100000000000005,0.3879999999999999,0.433,0.4766110512212962,1.0,0.0771260444749416,0.018518518518518594,0.011265738899933726,2.0680188646126334,0.022727272727272704,0.03307392996108948,0.02283105022831048,0.38599999999999995,0.4,0.3479999999999997,0.5815210581821364,0.788570395032121,0.8392910404933303
2024-11-27,15.27,15.4,15.05,15.4,1101829,-1.0,-1.0,1.0,0.0,-1.0,-1.0,中性,0.0,0.0,-1.0,0.0,0.8,0.0,观望,-0.5,-0.8,0.00917431192660545,15.37,-0.00780741704619381,0.003253090435914263,-0.005855562784645385,,-0.780741704619381,0.20481409960613295,-0.20896345984721765,0.5280020765472682,,0.022727272727272704,0.000655307994757548,0.022920759659462976,0.011494252873563147,0.34999999999999964,0.38599999999999995,0.44099999999999984,0.5815210581821364,1.0,-2.0868392974578174,0.008513425016372023,0.023255813953488347,34.68128894534821,0.017049180327868837,0.0176701570680628,,0.38599999999999995,0.33999999999999986,,0.4720384534021883,0.9352797846186143,
2024-11-28,15.37,15.44,15.18,15.25,871587,0.0,,,,,,,0.0,,0.0,,0.0,,,,0.0,-0.009740259740259716,15.32,0.006527415143602999,-0.0026109660574412663,0.0006527415143602333,,0.6527415143602999,-0.20896345984721765,0.6207263302458619,0.7160891569057364,,0.017049180327868837,-0.001948051948052032,0.016916070266753402,-0.003919007184846422,0.2599999999999998,0.38599999999999995,0.4249999999999998,0.4720384534021883,1.0,1.218276072470095,0.004554326610279784,0.004611330698287239,8.75186764205173,0.03307392996108948,0.02283105022831048,,0.4,0.3479999999999997,,0.788570395032121,0.8392910404933303,
2024-11-29,15.32,15.66,15.15,15.42,1412604,0.0,,,,,,,0.0,,0.0,,0.0,,,,0.0,0.011147540983606596,15.44,-0.010362694300518172,-0.007124352331606132,,,-1.0362694300518172,0.6207263302458619,0.1918393265203837,,,0.03307392996108948,0.00459016393442635,0.033289817232375965,0.0009737098344692497,0.5099999999999998,0.4,0.4179999999999998,0.788570395032121,1.0,-15.316229033929725,0.022193211488250642,0.017821782178217793,7.205376186953326,0.0176701570680628,,,0.33999999999999986,,,0.9352797846186143,,
2024-12-02,15.44,15.49,15.22,15.28,1683597,-2.0,-2.0,1.0,0.0,-2.0,-2.0,中性偏负,-1.0,0.0,-1.0,0.0,0.6,0.0,观望,-1.0,-1.2,-0.00907911802853445,15.31,0.001306335728282093,,,,0.1306335728282093,0.1918393265203837,-0.11159202588267858,,,0.0176701570680628,0.0012970168612191912,0.017487046632124324,-0.00488440247476399,0.2699999999999996,0.33999999999999986,0.4049999999999997,0.9352797846186143,-1.0,-53.55487361149565,0.0032383419689119633,0.003942181340341571,13.623586061627933,0.02283105022831048,,,0.3479999999999997,,,0.8392910404933303,,
2024-12-03,15.31,15.35,15.0,15.33,1495721,7.0,7.0,1.0,0.0,7.0,7.0,强烈正面,4.0,0.0,3.0,0.0,0.9,0.0,强烈关注,3.5,6.3,0.00327225130890052,,,,,,,-0.11159202588267858,,,,0.02283105022831048,0.0019633507853404897,0.022860875244937927,0.010214168039538672,0.34999999999999964,0.3479999999999997,0.36799999999999977,0.8392910404933303,-1.0,3.426601583287018,0.002612671456564281,0.022000000000000006,11.628555688174794,,,,,,,,,
