stock_code,stock_name,news_count,avg_score,max_score,min_score,avg_certainty,factor_strength
000333,美的集团,1,7.0,7.0,7.0,0.85,7.45
002594,比亚迪,1,6.3,6.3,6.3,0.9,7.11
000651,格力电器,2,5.62,7.0,4.25,0.875,6.98
000625,长安汽车,2,1.95,2.1,1.8,0.65,3.36
600030,中信证券,2,-4.0,-4.0,-4.0,0.8,-0.4
